ID,NAME,ALIAS,COVER,CATEGORIES,PUBLISHED_AT,MINUTE,SCORE,REGIONS
1,霸王别姬,Farewell My Concubine,https://p0.meituan.net/movie/ce4da3e03e655b5b88ed31b5cd7896cf62472.jpg@464w_644h_1e_1c,"['剧情', '爱情']",1993-07-26,171,9.5,"['中国内地', '中国香港']"
2,这个杀手不太冷,Léon,https://p1.meituan.net/movie/6bea9af4524dfbd0b668eaa7e187c3df767253.jpg@464w_644h_1e_1c,"['剧情', '动作', '犯罪']",1994-09-14,110,9.5,['法国']
3,肖申克的救赎,The Shawshank Redemption,https://p0.meituan.net/movie/283292171619cdfd5b240c8fd093f1eb255670.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",1994-09-10,142,9.5,['美国']
4,泰坦尼克号,Titanic,https://p1.meituan.net/movie/b607fba7513e7f15eab170aac1e1400d878112.jpg@464w_644h_1e_1c,"['剧情', '爱情', '灾难']",1998-04-03,194,9.5,['美国']
5,罗马假日,Roman Holiday,https://p0.meituan.net/movie/289f98ceaa8a0ae737d3dc01cd05ab052213631.jpg@464w_644h_1e_1c,"['剧情', '喜剧', '爱情']",1953-08-20,118,9.5,['美国']
6,唐伯虎点秋香,Flirting Scholar,https://p0.meituan.net/movie/da64660f82b98cdc1b8a3804e69609e041108.jpg@464w_644h_1e_1c,"['喜剧', '爱情', '古装']",1993-07-01,102,9.5,['中国香港']
7,乱世佳人,Gone with the Wind,https://p0.meituan.net/movie/223c3e186db3ab4ea3bb14508c709400427933.jpg@464w_644h_1e_1c,"['剧情', '爱情', '历史', '战争']",1939-12-15,238,9.5,['美国']
8,喜剧之王,The King of Comedy,https://p0.meituan.net/movie/1f0d671f6a37f9d7b015e4682b8b113e174332.jpg@464w_644h_1e_1c,"['剧情', '喜剧', '爱情']",1999-02-13,85,9.5,['中国香港']
9,楚门的世界,The Truman Show,https://p0.meituan.net/movie/8959888ee0c399b0fe53a714bc8a5a17460048.jpg@464w_644h_1e_1c,"['剧情', '科幻']",,103,9.0,['美国']
10,狮子王,The Lion King,https://p0.meituan.net/movie/27b76fe6cf3903f3d74963f70786001e1438406.jpg@464w_644h_1e_1c,"['动画', '歌舞', '冒险']",1995-07-15,89,9.0,['美国']
2,这个杀手不太冷,Léon,https://p1.meituan.net/movie/6bea9af4524dfbd0b668eaa7e187c3df767253.jpg@464w_644h_1e_1c,"['剧情', '动作', '犯罪']",1994-09-14,110,9.5,['法国']
3,肖申克的救赎,The Shawshank Redemption,https://p0.meituan.net/movie/283292171619cdfd5b240c8fd093f1eb255670.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",1994-09-10,142,9.5,['美国']
4,泰坦尼克号,Titanic,https://p1.meituan.net/movie/b607fba7513e7f15eab170aac1e1400d878112.jpg@464w_644h_1e_1c,"['剧情', '爱情', '灾难']",1998-04-03,194,9.5,['美国']
5,罗马假日,Roman Holiday,https://p0.meituan.net/movie/289f98ceaa8a0ae737d3dc01cd05ab052213631.jpg@464w_644h_1e_1c,"['剧情', '喜剧', '爱情']",1953-08-20,118,9.5,['美国']
6,唐伯虎点秋香,Flirting Scholar,https://p0.meituan.net/movie/da64660f82b98cdc1b8a3804e69609e041108.jpg@464w_644h_1e_1c,"['喜剧', '爱情', '古装']",1993-07-01,102,9.5,['中国香港']
7,乱世佳人,Gone with the Wind,https://p0.meituan.net/movie/223c3e186db3ab4ea3bb14508c709400427933.jpg@464w_644h_1e_1c,"['剧情', '爱情', '历史', '战争']",1939-12-15,238,9.5,['美国']
8,喜剧之王,The King of Comedy,https://p0.meituan.net/movie/1f0d671f6a37f9d7b015e4682b8b113e174332.jpg@464w_644h_1e_1c,"['剧情', '喜剧', '爱情']",1999-02-13,85,9.5,['中国香港']
9,楚门的世界,The Truman Show,https://p0.meituan.net/movie/8959888ee0c399b0fe53a714bc8a5a17460048.jpg@464w_644h_1e_1c,"['剧情', '科幻']",,103,9.0,['美国']
10,狮子王,The Lion King,https://p0.meituan.net/movie/27b76fe6cf3903f3d74963f70786001e1438406.jpg@464w_644h_1e_1c,"['动画', '歌舞', '冒险']",1995-07-15,89,9.0,['美国']
11,V字仇杀队,V for Vendetta,https://p1.meituan.net/movie/06ec3c1c647942b1e40bca84036014e9490863.jpg@464w_644h_1e_1c,"['剧情', '动作', '科幻', '惊悚']",2005-12-11,132,8.9,"['美国', '英国', '德国']"
3,肖申克的救赎,The Shawshank Redemption,https://p0.meituan.net/movie/283292171619cdfd5b240c8fd093f1eb255670.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",1994-09-10,142,9.5,['美国']
4,泰坦尼克号,Titanic,https://p1.meituan.net/movie/b607fba7513e7f15eab170aac1e1400d878112.jpg@464w_644h_1e_1c,"['剧情', '爱情', '灾难']",1998-04-03,194,9.5,['美国']
5,罗马假日,Roman Holiday,https://p0.meituan.net/movie/289f98ceaa8a0ae737d3dc01cd05ab052213631.jpg@464w_644h_1e_1c,"['剧情', '喜剧', '爱情']",1953-08-20,118,9.5,['美国']
6,唐伯虎点秋香,Flirting Scholar,https://p0.meituan.net/movie/da64660f82b98cdc1b8a3804e69609e041108.jpg@464w_644h_1e_1c,"['喜剧', '爱情', '古装']",1993-07-01,102,9.5,['中国香港']
7,乱世佳人,Gone with the Wind,https://p0.meituan.net/movie/223c3e186db3ab4ea3bb14508c709400427933.jpg@464w_644h_1e_1c,"['剧情', '爱情', '历史', '战争']",1939-12-15,238,9.5,['美国']
8,喜剧之王,The King of Comedy,https://p0.meituan.net/movie/1f0d671f6a37f9d7b015e4682b8b113e174332.jpg@464w_644h_1e_1c,"['剧情', '喜剧', '爱情']",1999-02-13,85,9.5,['中国香港']
9,楚门的世界,The Truman Show,https://p0.meituan.net/movie/8959888ee0c399b0fe53a714bc8a5a17460048.jpg@464w_644h_1e_1c,"['剧情', '科幻']",,103,9.0,['美国']
10,狮子王,The Lion King,https://p0.meituan.net/movie/27b76fe6cf3903f3d74963f70786001e1438406.jpg@464w_644h_1e_1c,"['动画', '歌舞', '冒险']",1995-07-15,89,9.0,['美国']
11,V字仇杀队,V for Vendetta,https://p1.meituan.net/movie/06ec3c1c647942b1e40bca84036014e9490863.jpg@464w_644h_1e_1c,"['剧情', '动作', '科幻', '惊悚']",2005-12-11,132,8.9,"['美国', '英国', '德国']"
12,少年派的奇幻漂流,Life of Pi,https://p0.meituan.net/movie/34998e31c6d07475f1add6b8b16fd21d192579.jpg@464w_644h_1e_1c,"['剧情', '奇幻', '冒险']",2012-11-22,127,8.9,"['美国', '中国台湾', '英国', '加拿大']"
4,泰坦尼克号,Titanic,https://p1.meituan.net/movie/b607fba7513e7f15eab170aac1e1400d878112.jpg@464w_644h_1e_1c,"['剧情', '爱情', '灾难']",1998-04-03,194,9.5,['美国']
5,罗马假日,Roman Holiday,https://p0.meituan.net/movie/289f98ceaa8a0ae737d3dc01cd05ab052213631.jpg@464w_644h_1e_1c,"['剧情', '喜剧', '爱情']",1953-08-20,118,9.5,['美国']
6,唐伯虎点秋香,Flirting Scholar,https://p0.meituan.net/movie/da64660f82b98cdc1b8a3804e69609e041108.jpg@464w_644h_1e_1c,"['喜剧', '爱情', '古装']",1993-07-01,102,9.5,['中国香港']
7,乱世佳人,Gone with the Wind,https://p0.meituan.net/movie/223c3e186db3ab4ea3bb14508c709400427933.jpg@464w_644h_1e_1c,"['剧情', '爱情', '历史', '战争']",1939-12-15,238,9.5,['美国']
8,喜剧之王,The King of Comedy,https://p0.meituan.net/movie/1f0d671f6a37f9d7b015e4682b8b113e174332.jpg@464w_644h_1e_1c,"['剧情', '喜剧', '爱情']",1999-02-13,85,9.5,['中国香港']
9,楚门的世界,The Truman Show,https://p0.meituan.net/movie/8959888ee0c399b0fe53a714bc8a5a17460048.jpg@464w_644h_1e_1c,"['剧情', '科幻']",,103,9.0,['美国']
10,狮子王,The Lion King,https://p0.meituan.net/movie/27b76fe6cf3903f3d74963f70786001e1438406.jpg@464w_644h_1e_1c,"['动画', '歌舞', '冒险']",1995-07-15,89,9.0,['美国']
11,V字仇杀队,V for Vendetta,https://p1.meituan.net/movie/06ec3c1c647942b1e40bca84036014e9490863.jpg@464w_644h_1e_1c,"['剧情', '动作', '科幻', '惊悚']",2005-12-11,132,8.9,"['美国', '英国', '德国']"
12,少年派的奇幻漂流,Life of Pi,https://p0.meituan.net/movie/34998e31c6d07475f1add6b8b16fd21d192579.jpg@464w_644h_1e_1c,"['剧情', '奇幻', '冒险']",2012-11-22,127,8.9,"['美国', '中国台湾', '英国', '加拿大']"
13,美丽心灵,A Beautiful Mind,https://p0.meituan.net/movie/7b7d1f8aa36d7a15463ce6942708a1a7265296.jpg@464w_644h_1e_1c,"['剧情', '传记']",2001-12-13,135,8.8,['美国']
5,罗马假日,Roman Holiday,https://p0.meituan.net/movie/289f98ceaa8a0ae737d3dc01cd05ab052213631.jpg@464w_644h_1e_1c,"['剧情', '喜剧', '爱情']",1953-08-20,118,9.5,['美国']
6,唐伯虎点秋香,Flirting Scholar,https://p0.meituan.net/movie/da64660f82b98cdc1b8a3804e69609e041108.jpg@464w_644h_1e_1c,"['喜剧', '爱情', '古装']",1993-07-01,102,9.5,['中国香港']
7,乱世佳人,Gone with the Wind,https://p0.meituan.net/movie/223c3e186db3ab4ea3bb14508c709400427933.jpg@464w_644h_1e_1c,"['剧情', '爱情', '历史', '战争']",1939-12-15,238,9.5,['美国']
8,喜剧之王,The King of Comedy,https://p0.meituan.net/movie/1f0d671f6a37f9d7b015e4682b8b113e174332.jpg@464w_644h_1e_1c,"['剧情', '喜剧', '爱情']",1999-02-13,85,9.5,['中国香港']
9,楚门的世界,The Truman Show,https://p0.meituan.net/movie/8959888ee0c399b0fe53a714bc8a5a17460048.jpg@464w_644h_1e_1c,"['剧情', '科幻']",,103,9.0,['美国']
10,狮子王,The Lion King,https://p0.meituan.net/movie/27b76fe6cf3903f3d74963f70786001e1438406.jpg@464w_644h_1e_1c,"['动画', '歌舞', '冒险']",1995-07-15,89,9.0,['美国']
11,V字仇杀队,V for Vendetta,https://p1.meituan.net/movie/06ec3c1c647942b1e40bca84036014e9490863.jpg@464w_644h_1e_1c,"['剧情', '动作', '科幻', '惊悚']",2005-12-11,132,8.9,"['美国', '英国', '德国']"
12,少年派的奇幻漂流,Life of Pi,https://p0.meituan.net/movie/34998e31c6d07475f1add6b8b16fd21d192579.jpg@464w_644h_1e_1c,"['剧情', '奇幻', '冒险']",2012-11-22,127,8.9,"['美国', '中国台湾', '英国', '加拿大']"
13,美丽心灵,A Beautiful Mind,https://p0.meituan.net/movie/7b7d1f8aa36d7a15463ce6942708a1a7265296.jpg@464w_644h_1e_1c,"['剧情', '传记']",2001-12-13,135,8.8,['美国']
14,初恋这件小事,สิ่งเล็กเล็กที่เรียกว่า...รัก,https://p1.meituan.net/movie/05bc2f0ccf97aacfa64fcac4f237cf8082385.jpg@464w_644h_1e_1c,"['喜剧', '爱情']",2012-06-05,118,8.9,['泰国']
6,唐伯虎点秋香,Flirting Scholar,https://p0.meituan.net/movie/da64660f82b98cdc1b8a3804e69609e041108.jpg@464w_644h_1e_1c,"['喜剧', '爱情', '古装']",1993-07-01,102,9.5,['中国香港']
7,乱世佳人,Gone with the Wind,https://p0.meituan.net/movie/223c3e186db3ab4ea3bb14508c709400427933.jpg@464w_644h_1e_1c,"['剧情', '爱情', '历史', '战争']",1939-12-15,238,9.5,['美国']
8,喜剧之王,The King of Comedy,https://p0.meituan.net/movie/1f0d671f6a37f9d7b015e4682b8b113e174332.jpg@464w_644h_1e_1c,"['剧情', '喜剧', '爱情']",1999-02-13,85,9.5,['中国香港']
9,楚门的世界,The Truman Show,https://p0.meituan.net/movie/8959888ee0c399b0fe53a714bc8a5a17460048.jpg@464w_644h_1e_1c,"['剧情', '科幻']",,103,9.0,['美国']
10,狮子王,The Lion King,https://p0.meituan.net/movie/27b76fe6cf3903f3d74963f70786001e1438406.jpg@464w_644h_1e_1c,"['动画', '歌舞', '冒险']",1995-07-15,89,9.0,['美国']
11,V字仇杀队,V for Vendetta,https://p1.meituan.net/movie/06ec3c1c647942b1e40bca84036014e9490863.jpg@464w_644h_1e_1c,"['剧情', '动作', '科幻', '惊悚']",2005-12-11,132,8.9,"['美国', '英国', '德国']"
12,少年派的奇幻漂流,Life of Pi,https://p0.meituan.net/movie/34998e31c6d07475f1add6b8b16fd21d192579.jpg@464w_644h_1e_1c,"['剧情', '奇幻', '冒险']",2012-11-22,127,8.9,"['美国', '中国台湾', '英国', '加拿大']"
13,美丽心灵,A Beautiful Mind,https://p0.meituan.net/movie/7b7d1f8aa36d7a15463ce6942708a1a7265296.jpg@464w_644h_1e_1c,"['剧情', '传记']",2001-12-13,135,8.8,['美国']
14,初恋这件小事,สิ่งเล็กเล็กที่เรียกว่า...รัก,https://p1.meituan.net/movie/05bc2f0ccf97aacfa64fcac4f237cf8082385.jpg@464w_644h_1e_1c,"['喜剧', '爱情']",2012-06-05,118,8.9,['泰国']
15,借东西的小人阿莉埃蒂,借りぐらしのアリエッティ,https://p1.meituan.net/movie/640cc32445df972b066c9a04b194da141104515.jpg@464w_644h_1e_1c,"['动画', '奇幻', '冒险']",2010-07-17,94,8.8,['日本']
7,乱世佳人,Gone with the Wind,https://p0.meituan.net/movie/223c3e186db3ab4ea3bb14508c709400427933.jpg@464w_644h_1e_1c,"['剧情', '爱情', '历史', '战争']",1939-12-15,238,9.5,['美国']
8,喜剧之王,The King of Comedy,https://p0.meituan.net/movie/1f0d671f6a37f9d7b015e4682b8b113e174332.jpg@464w_644h_1e_1c,"['剧情', '喜剧', '爱情']",1999-02-13,85,9.5,['中国香港']
9,楚门的世界,The Truman Show,https://p0.meituan.net/movie/8959888ee0c399b0fe53a714bc8a5a17460048.jpg@464w_644h_1e_1c,"['剧情', '科幻']",,103,9.0,['美国']
10,狮子王,The Lion King,https://p0.meituan.net/movie/27b76fe6cf3903f3d74963f70786001e1438406.jpg@464w_644h_1e_1c,"['动画', '歌舞', '冒险']",1995-07-15,89,9.0,['美国']
11,V字仇杀队,V for Vendetta,https://p1.meituan.net/movie/06ec3c1c647942b1e40bca84036014e9490863.jpg@464w_644h_1e_1c,"['剧情', '动作', '科幻', '惊悚']",2005-12-11,132,8.9,"['美国', '英国', '德国']"
12,少年派的奇幻漂流,Life of Pi,https://p0.meituan.net/movie/34998e31c6d07475f1add6b8b16fd21d192579.jpg@464w_644h_1e_1c,"['剧情', '奇幻', '冒险']",2012-11-22,127,8.9,"['美国', '中国台湾', '英国', '加拿大']"
13,美丽心灵,A Beautiful Mind,https://p0.meituan.net/movie/7b7d1f8aa36d7a15463ce6942708a1a7265296.jpg@464w_644h_1e_1c,"['剧情', '传记']",2001-12-13,135,8.8,['美国']
14,初恋这件小事,สิ่งเล็กเล็กที่เรียกว่า...รัก,https://p1.meituan.net/movie/05bc2f0ccf97aacfa64fcac4f237cf8082385.jpg@464w_644h_1e_1c,"['喜剧', '爱情']",2012-06-05,118,8.9,['泰国']
15,借东西的小人阿莉埃蒂,借りぐらしのアリエッティ,https://p1.meituan.net/movie/640cc32445df972b066c9a04b194da141104515.jpg@464w_644h_1e_1c,"['动画', '奇幻', '冒险']",2010-07-17,94,8.8,['日本']
16,一一,Yi yi: A One and a Two,https://p0.meituan.net/movie/6cb23356f9d8e0b506349561c633310d102189.jpg@464w_644h_1e_1c,"['剧情', '爱情', '家庭']",2000-05-15,173,8.8,"['中国台湾', '日本']"
8,喜剧之王,The King of Comedy,https://p0.meituan.net/movie/1f0d671f6a37f9d7b015e4682b8b113e174332.jpg@464w_644h_1e_1c,"['剧情', '喜剧', '爱情']",1999-02-13,85,9.5,['中国香港']
9,楚门的世界,The Truman Show,https://p0.meituan.net/movie/8959888ee0c399b0fe53a714bc8a5a17460048.jpg@464w_644h_1e_1c,"['剧情', '科幻']",,103,9.0,['美国']
10,狮子王,The Lion King,https://p0.meituan.net/movie/27b76fe6cf3903f3d74963f70786001e1438406.jpg@464w_644h_1e_1c,"['动画', '歌舞', '冒险']",1995-07-15,89,9.0,['美国']
11,V字仇杀队,V for Vendetta,https://p1.meituan.net/movie/06ec3c1c647942b1e40bca84036014e9490863.jpg@464w_644h_1e_1c,"['剧情', '动作', '科幻', '惊悚']",2005-12-11,132,8.9,"['美国', '英国', '德国']"
12,少年派的奇幻漂流,Life of Pi,https://p0.meituan.net/movie/34998e31c6d07475f1add6b8b16fd21d192579.jpg@464w_644h_1e_1c,"['剧情', '奇幻', '冒险']",2012-11-22,127,8.9,"['美国', '中国台湾', '英国', '加拿大']"
13,美丽心灵,A Beautiful Mind,https://p0.meituan.net/movie/7b7d1f8aa36d7a15463ce6942708a1a7265296.jpg@464w_644h_1e_1c,"['剧情', '传记']",2001-12-13,135,8.8,['美国']
14,初恋这件小事,สิ่งเล็กเล็กที่เรียกว่า...รัก,https://p1.meituan.net/movie/05bc2f0ccf97aacfa64fcac4f237cf8082385.jpg@464w_644h_1e_1c,"['喜剧', '爱情']",2012-06-05,118,8.9,['泰国']
15,借东西的小人阿莉埃蒂,借りぐらしのアリエッティ,https://p1.meituan.net/movie/640cc32445df972b066c9a04b194da141104515.jpg@464w_644h_1e_1c,"['动画', '奇幻', '冒险']",2010-07-17,94,8.8,['日本']
16,一一,Yi yi: A One and a Two,https://p0.meituan.net/movie/6cb23356f9d8e0b506349561c633310d102189.jpg@464w_644h_1e_1c,"['剧情', '爱情', '家庭']",2000-05-15,173,8.8,"['中国台湾', '日本']"
17,美丽人生,La vita è bella,https://p1.meituan.net/movie/580d81a2c78bf204f45323ddb4244b6c6821175.jpg@464w_644h_1e_1c,"['战争', '剧情', '爱情']",2020-01-03,116,9.1,['意大利']
9,楚门的世界,The Truman Show,https://p0.meituan.net/movie/8959888ee0c399b0fe53a714bc8a5a17460048.jpg@464w_644h_1e_1c,"['剧情', '科幻']",,103,9.0,['美国']
10,狮子王,The Lion King,https://p0.meituan.net/movie/27b76fe6cf3903f3d74963f70786001e1438406.jpg@464w_644h_1e_1c,"['动画', '歌舞', '冒险']",1995-07-15,89,9.0,['美国']
11,V字仇杀队,V for Vendetta,https://p1.meituan.net/movie/06ec3c1c647942b1e40bca84036014e9490863.jpg@464w_644h_1e_1c,"['剧情', '动作', '科幻', '惊悚']",2005-12-11,132,8.9,"['美国', '英国', '德国']"
12,少年派的奇幻漂流,Life of Pi,https://p0.meituan.net/movie/34998e31c6d07475f1add6b8b16fd21d192579.jpg@464w_644h_1e_1c,"['剧情', '奇幻', '冒险']",2012-11-22,127,8.9,"['美国', '中国台湾', '英国', '加拿大']"
13,美丽心灵,A Beautiful Mind,https://p0.meituan.net/movie/7b7d1f8aa36d7a15463ce6942708a1a7265296.jpg@464w_644h_1e_1c,"['剧情', '传记']",2001-12-13,135,8.8,['美国']
14,初恋这件小事,สิ่งเล็กเล็กที่เรียกว่า...รัก,https://p1.meituan.net/movie/05bc2f0ccf97aacfa64fcac4f237cf8082385.jpg@464w_644h_1e_1c,"['喜剧', '爱情']",2012-06-05,118,8.9,['泰国']
15,借东西的小人阿莉埃蒂,借りぐらしのアリエッティ,https://p1.meituan.net/movie/640cc32445df972b066c9a04b194da141104515.jpg@464w_644h_1e_1c,"['动画', '奇幻', '冒险']",2010-07-17,94,8.8,['日本']
16,一一,Yi yi: A One and a Two,https://p0.meituan.net/movie/6cb23356f9d8e0b506349561c633310d102189.jpg@464w_644h_1e_1c,"['剧情', '爱情', '家庭']",2000-05-15,173,8.8,"['中国台湾', '日本']"
17,美丽人生,La vita è bella,https://p1.meituan.net/movie/580d81a2c78bf204f45323ddb4244b6c6821175.jpg@464w_644h_1e_1c,"['战争', '剧情', '爱情']",2020-01-03,116,9.1,['意大利']
18,海上钢琴师,La leggenda del pianista sull'oceano,https://p0.meituan.net/movie/609e45bd40346eb8b927381be8fb27a61760914.jpg@464w_644h_1e_1c,"['剧情', '爱情', '音乐']",2019-11-15,126,9.1,['意大利']
10,狮子王,The Lion King,https://p0.meituan.net/movie/27b76fe6cf3903f3d74963f70786001e1438406.jpg@464w_644h_1e_1c,"['动画', '歌舞', '冒险']",1995-07-15,89,9.0,['美国']
11,V字仇杀队,V for Vendetta,https://p1.meituan.net/movie/06ec3c1c647942b1e40bca84036014e9490863.jpg@464w_644h_1e_1c,"['剧情', '动作', '科幻', '惊悚']",2005-12-11,132,8.9,"['美国', '英国', '德国']"
12,少年派的奇幻漂流,Life of Pi,https://p0.meituan.net/movie/34998e31c6d07475f1add6b8b16fd21d192579.jpg@464w_644h_1e_1c,"['剧情', '奇幻', '冒险']",2012-11-22,127,8.9,"['美国', '中国台湾', '英国', '加拿大']"
13,美丽心灵,A Beautiful Mind,https://p0.meituan.net/movie/7b7d1f8aa36d7a15463ce6942708a1a7265296.jpg@464w_644h_1e_1c,"['剧情', '传记']",2001-12-13,135,8.8,['美国']
14,初恋这件小事,สิ่งเล็กเล็กที่เรียกว่า...รัก,https://p1.meituan.net/movie/05bc2f0ccf97aacfa64fcac4f237cf8082385.jpg@464w_644h_1e_1c,"['喜剧', '爱情']",2012-06-05,118,8.9,['泰国']
15,借东西的小人阿莉埃蒂,借りぐらしのアリエッティ,https://p1.meituan.net/movie/640cc32445df972b066c9a04b194da141104515.jpg@464w_644h_1e_1c,"['动画', '奇幻', '冒险']",2010-07-17,94,8.8,['日本']
16,一一,Yi yi: A One and a Two,https://p0.meituan.net/movie/6cb23356f9d8e0b506349561c633310d102189.jpg@464w_644h_1e_1c,"['剧情', '爱情', '家庭']",2000-05-15,173,8.8,"['中国台湾', '日本']"
17,美丽人生,La vita è bella,https://p1.meituan.net/movie/580d81a2c78bf204f45323ddb4244b6c6821175.jpg@464w_644h_1e_1c,"['战争', '剧情', '爱情']",2020-01-03,116,9.1,['意大利']
18,海上钢琴师,La leggenda del pianista sull'oceano,https://p0.meituan.net/movie/609e45bd40346eb8b927381be8fb27a61760914.jpg@464w_644h_1e_1c,"['剧情', '爱情', '音乐']",2019-11-15,126,9.1,['意大利']
19,千与千寻,千と千尋の神隠し,https://p0.meituan.net/movie/30b20139e68c46d02e0893277d633b701292458.jpg@464w_644h_1e_1c,"['动画', '冒险', '奇幻', '家庭']",2019-06-21,125,9.1,['日本']
11,V字仇杀队,V for Vendetta,https://p1.meituan.net/movie/06ec3c1c647942b1e40bca84036014e9490863.jpg@464w_644h_1e_1c,"['剧情', '动作', '科幻', '惊悚']",2005-12-11,132,8.9,"['美国', '英国', '德国']"
12,少年派的奇幻漂流,Life of Pi,https://p0.meituan.net/movie/34998e31c6d07475f1add6b8b16fd21d192579.jpg@464w_644h_1e_1c,"['剧情', '奇幻', '冒险']",2012-11-22,127,8.9,"['美国', '中国台湾', '英国', '加拿大']"
13,美丽心灵,A Beautiful Mind,https://p0.meituan.net/movie/7b7d1f8aa36d7a15463ce6942708a1a7265296.jpg@464w_644h_1e_1c,"['剧情', '传记']",2001-12-13,135,8.8,['美国']
14,初恋这件小事,สิ่งเล็กเล็กที่เรียกว่า...รัก,https://p1.meituan.net/movie/05bc2f0ccf97aacfa64fcac4f237cf8082385.jpg@464w_644h_1e_1c,"['喜剧', '爱情']",2012-06-05,118,8.9,['泰国']
15,借东西的小人阿莉埃蒂,借りぐらしのアリエッティ,https://p1.meituan.net/movie/640cc32445df972b066c9a04b194da141104515.jpg@464w_644h_1e_1c,"['动画', '奇幻', '冒险']",2010-07-17,94,8.8,['日本']
16,一一,Yi yi: A One and a Two,https://p0.meituan.net/movie/6cb23356f9d8e0b506349561c633310d102189.jpg@464w_644h_1e_1c,"['剧情', '爱情', '家庭']",2000-05-15,173,8.8,"['中国台湾', '日本']"
17,美丽人生,La vita è bella,https://p1.meituan.net/movie/580d81a2c78bf204f45323ddb4244b6c6821175.jpg@464w_644h_1e_1c,"['战争', '剧情', '爱情']",2020-01-03,116,9.1,['意大利']
18,海上钢琴师,La leggenda del pianista sull'oceano,https://p0.meituan.net/movie/609e45bd40346eb8b927381be8fb27a61760914.jpg@464w_644h_1e_1c,"['剧情', '爱情', '音乐']",2019-11-15,126,9.1,['意大利']
19,千与千寻,千と千尋の神隠し,https://p0.meituan.net/movie/30b20139e68c46d02e0893277d633b701292458.jpg@464w_644h_1e_1c,"['动画', '冒险', '奇幻', '家庭']",2019-06-21,125,9.1,['日本']
20,迁徙的鸟,The Travelling Birds,https://p1.meituan.net/movie/a1634f4e49c8517ae0a3e4adcac6b0dc43994.jpg@464w_644h_1e_1c,['纪录片'],2001-12-12,98,9.1,"['法国', '德国', '意大利', '西班牙', '瑞士']"
12,少年派的奇幻漂流,Life of Pi,https://p0.meituan.net/movie/34998e31c6d07475f1add6b8b16fd21d192579.jpg@464w_644h_1e_1c,"['剧情', '奇幻', '冒险']",2012-11-22,127,8.9,"['美国', '中国台湾', '英国', '加拿大']"
13,美丽心灵,A Beautiful Mind,https://p0.meituan.net/movie/7b7d1f8aa36d7a15463ce6942708a1a7265296.jpg@464w_644h_1e_1c,"['剧情', '传记']",2001-12-13,135,8.8,['美国']
14,初恋这件小事,สิ่งเล็กเล็กที่เรียกว่า...รัก,https://p1.meituan.net/movie/05bc2f0ccf97aacfa64fcac4f237cf8082385.jpg@464w_644h_1e_1c,"['喜剧', '爱情']",2012-06-05,118,8.9,['泰国']
15,借东西的小人阿莉埃蒂,借りぐらしのアリエッティ,https://p1.meituan.net/movie/640cc32445df972b066c9a04b194da141104515.jpg@464w_644h_1e_1c,"['动画', '奇幻', '冒险']",2010-07-17,94,8.8,['日本']
16,一一,Yi yi: A One and a Two,https://p0.meituan.net/movie/6cb23356f9d8e0b506349561c633310d102189.jpg@464w_644h_1e_1c,"['剧情', '爱情', '家庭']",2000-05-15,173,8.8,"['中国台湾', '日本']"
17,美丽人生,La vita è bella,https://p1.meituan.net/movie/580d81a2c78bf204f45323ddb4244b6c6821175.jpg@464w_644h_1e_1c,"['战争', '剧情', '爱情']",2020-01-03,116,9.1,['意大利']
18,海上钢琴师,La leggenda del pianista sull'oceano,https://p0.meituan.net/movie/609e45bd40346eb8b927381be8fb27a61760914.jpg@464w_644h_1e_1c,"['剧情', '爱情', '音乐']",2019-11-15,126,9.1,['意大利']
19,千与千寻,千と千尋の神隠し,https://p0.meituan.net/movie/30b20139e68c46d02e0893277d633b701292458.jpg@464w_644h_1e_1c,"['动画', '冒险', '奇幻', '家庭']",2019-06-21,125,9.1,['日本']
20,迁徙的鸟,The Travelling Birds,https://p1.meituan.net/movie/a1634f4e49c8517ae0a3e4adcac6b0dc43994.jpg@464w_644h_1e_1c,['纪录片'],2001-12-12,98,9.1,"['法国', '德国', '意大利', '西班牙', '瑞士']"
21,黄金三镖客,"Il buono, il brutto, il cattivo.",https://p0.meituan.net/movie/cd18ed2c5cda9e71e17e5e6ef61ced172912303.jpg@464w_644h_1e_1c,"['西部', '冒险']",1966-12-23,161,9.1,"['意大利', '西班牙', '西德']"
13,美丽心灵,A Beautiful Mind,https://p0.meituan.net/movie/7b7d1f8aa36d7a15463ce6942708a1a7265296.jpg@464w_644h_1e_1c,"['剧情', '传记']",2001-12-13,135,8.8,['美国']
14,初恋这件小事,สิ่งเล็กเล็กที่เรียกว่า...รัก,https://p1.meituan.net/movie/05bc2f0ccf97aacfa64fcac4f237cf8082385.jpg@464w_644h_1e_1c,"['喜剧', '爱情']",2012-06-05,118,8.9,['泰国']
15,借东西的小人阿莉埃蒂,借りぐらしのアリエッティ,https://p1.meituan.net/movie/640cc32445df972b066c9a04b194da141104515.jpg@464w_644h_1e_1c,"['动画', '奇幻', '冒险']",2010-07-17,94,8.8,['日本']
16,一一,Yi yi: A One and a Two,https://p0.meituan.net/movie/6cb23356f9d8e0b506349561c633310d102189.jpg@464w_644h_1e_1c,"['剧情', '爱情', '家庭']",2000-05-15,173,8.8,"['中国台湾', '日本']"
